"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Taranaki","Te Manawa Taki","Value",2924
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Taranaki","Te Manawa Taki","Percent",0.546
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Waikato","Te Manawa Taki","Value",4325
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Waikato","Te Manawa Taki","Percent",0.32299999999999995
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Wairarapa","Central","Value",9
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Wairarapa","Central","Percent",0.009000000000000001
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Waitematā","Northern","Value",3327
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Waitematā","Northern","Percent",0.233
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"West Coast","Te Waipounamu","Value",165
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"West Coast","Te Waipounamu","Percent",0.166
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Whanganui","Central","Value",370
"3.2.1","ESPI2","2021/22","Mar","2022-03",NA,"Whanganui","Central","Percent",0.166
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"National","National","Value",32917
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"National","National","Percent",0.251
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Auckland","Northern","Value",2819
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Auckland","Northern","Percent",0.182
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Bay of Plenty","Te Manawa Taki","Value",1724
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.228
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Canterbury","Te Waipounamu","Value",2495
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Canterbury","Te Waipounamu","Percent",0.22399999999999998
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Capital & Coast","Central","Value",775
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Capital & Coast","Central","Percent",0.098
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Counties Manukau","Northern","Value",4546
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Counties Manukau","Northern","Percent",0.355
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Hawke's Bay","Central","Value",1544
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Hawke's Bay","Central","Percent",0.306
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Hutt Valley","Central","Value",851
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Hutt Valley","Central","Percent",0.196
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Lakes","Te Manawa Taki","Value",115
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Lakes","Te Manawa Taki","Percent",0.035
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"MidCentral","Central","Value",139
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"MidCentral","Central","Percent",0.038
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Nelson Marlborough","Te Waipounamu","Value",1485
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.239
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Northland","Northern","Value",2920
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Northland","Northern","Percent",0.4
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"South Canterbury","Te Waipounamu","Value",78
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"South Canterbury","Te Waipounamu","Percent",0.084
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Southern","Te Waipounamu","Value",2135
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Southern","Te Waipounamu","Percent",0.289
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Tairāwhiti","Te Manawa Taki","Value",396
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.221
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Taranaki","Te Manawa Taki","Value",3007
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Taranaki","Te Manawa Taki","Percent",0.542
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Waikato","Te Manawa Taki","Value",3876
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Waikato","Te Manawa Taki","Percent",0.298
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Wairarapa","Central","Value",3
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Wairarapa","Central","Percent",0.003
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Waitematā","Northern","Value",3602
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Waitematā","Northern","Percent",0.262
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"West Coast","Te Waipounamu","Value",167
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"West Coast","Te Waipounamu","Percent",0.161
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Whanganui","Central","Value",240
"3.2.1","ESPI2","2021/22","Dec","2021-12",NA,"Whanganui","Central","Percent",0.12300000000000001
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"National","National","Value",27466
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"National","National","Percent",0.209
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Auckland","Northern","Value",1479
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Auckland","Northern","Percent",0.09300000000000001
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Bay of Plenty","Te Manawa Taki","Value",1241
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.17300000000000001
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Canterbury","Te Waipounamu","Value",2304
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Canterbury","Te Waipounamu","Percent",0.205
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Capital & Coast","Central","Value",607
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Capital & Coast","Central","Percent",0.08
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Counties Manukau","Northern","Value",3671
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Counties Manukau","Northern","Percent",0.235
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Hawke's Bay","Central","Value",1415
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Hawke's Bay","Central","Percent",0.273
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Hutt Valley","Central","Value",849
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Hutt Valley","Central","Percent",0.193
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Lakes","Te Manawa Taki","Value",32
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Lakes","Te Manawa Taki","Percent",0.011000000000000001
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"MidCentral","Central","Value",133
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"MidCentral","Central","Percent",0.032
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Nelson Marlborough","Te Waipounamu","Value",1022
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.177
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Northland","Northern","Value",2561
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Northland","Northern","Percent",0.361
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"South Canterbury","Te Waipounamu","Value",17
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"South Canterbury","Te Waipounamu","Percent",0.015
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Southern","Te Waipounamu","Value",1998
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Southern","Te Waipounamu","Percent",0.262
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Tairāwhiti","Te Manawa Taki","Value",261
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.146
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Taranaki","Te Manawa Taki","Value",3279
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Taranaki","Te Manawa Taki","Percent",0.557
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Waikato","Te Manawa Taki","Value",3764
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Waikato","Te Manawa Taki","Percent",0.359
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Wairarapa","Central","Value",51
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Wairarapa","Central","Percent",0.05
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Waitematā","Northern","Value",2416
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Waitematā","Northern","Percent",0.17800000000000002
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"West Coast","Te Waipounamu","Value",135
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"West Coast","Te Waipounamu","Percent",0.138
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Whanganui","Central","Value",231
"3.2.1","ESPI2","2021/22","Sep","2021-09",NA,"Whanganui","Central","Percent",0.11699999999999999
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"National","National","Value",17438
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"National","National","Percent",0.134
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Auckland","Northern","Value",493
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Auckland","Northern","Percent",0.03
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Bay of Plenty","Te Manawa Taki","Value",552
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.07200000000000001
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Canterbury","Te Waipounamu","Value",1499
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Canterbury","Te Waipounamu","Percent",0.131
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Capital & Coast","Central","Value",265
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Capital & Coast","Central","Percent",0.033
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Counties Manukau","Northern","Value",1355
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Counties Manukau","Northern","Percent",0.1
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Hawke's Bay","Central","Value",1058
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Hawke's Bay","Central","Percent",0.209
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Hutt Valley","Central","Value",619
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Hutt Valley","Central","Percent",0.136
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Lakes","Te Manawa Taki","Value",0
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Lakes","Te Manawa Taki","Percent",0
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"MidCentral","Central","Value",179
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"MidCentral","Central","Percent",0.043
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Nelson Marlborough","Te Waipounamu","Value",483
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.087
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Northland","Northern","Value",2070
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Northland","Northern","Percent",0.312
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"South Canterbury","Te Waipounamu","Value",1
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"South Canterbury","Te Waipounamu","Percent",0.001
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Southern","Te Waipounamu","Value",1559
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Southern","Te Waipounamu","Percent",0.195
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Tairāwhiti","Te Manawa Taki","Value",310
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.166
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Taranaki","Te Manawa Taki","Value",3232
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Taranaki","Te Manawa Taki","Percent",0.521
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Waikato","Te Manawa Taki","Value",2720
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Waikato","Te Manawa Taki","Percent",0.327
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Wairarapa","Central","Value",4
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Wairarapa","Central","Percent",0.004
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Waitematā","Northern","Value",971
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Waitematā","Northern","Percent",0.069
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"West Coast","Te Waipounamu","Value",39
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"West Coast","Te Waipounamu","Percent",0.047
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Whanganui","Central","Value",29
"3.2.1","ESPI2","2020/21","Jun","2021-06",NA,"Whanganui","Central","Percent",0.013999999999999999
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"National","National","Value",20180
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"National","National","Percent",0.157
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Auckland","Northern","Value",1001
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Auckland","Northern","Percent",0.06
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Bay of Plenty","Te Manawa Taki","Value",506
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.078
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Canterbury","Te Waipounamu","Value",1815
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Canterbury","Te Waipounamu","Percent",0.152
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Capital & Coast","Central","Value",302
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Capital & Coast","Central","Percent",0.039
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Counties Manukau","Northern","Value",1666
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Counties Manukau","Northern","Percent",0.135
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Hawke's Bay","Central","Value",1344
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Hawke's Bay","Central","Percent",0.27899999999999997
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Hutt Valley","Central","Value",1093
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Hutt Valley","Central","Percent",0.23600000000000002
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Lakes","Te Manawa Taki","Value",0
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Lakes","Te Manawa Taki","Percent",0
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"MidCentral","Central","Value",380
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"MidCentral","Central","Percent",0.091
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Nelson Marlborough","Te Waipounamu","Value",539
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.098
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Northland","Northern","Value",2687
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Northland","Northern","Percent",0.373
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"South Canterbury","Te Waipounamu","Value",5
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"South Canterbury","Te Waipounamu","Percent",0.005
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Southern","Te Waipounamu","Value",1634
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Southern","Te Waipounamu","Percent",0.215
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Tairāwhiti","Te Manawa Taki","Value",624
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.284
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Taranaki","Te Manawa Taki","Value",3082
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Taranaki","Te Manawa Taki","Percent",0.509
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Waikato","Te Manawa Taki","Value",2285
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Waikato","Te Manawa Taki","Percent",0.218
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Wairarapa","Central","Value",2
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Wairarapa","Central","Percent",0.002
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Waitematā","Northern","Value",1126
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Waitematā","Northern","Percent",0.083
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"West Coast","Te Waipounamu","Value",53
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"West Coast","Te Waipounamu","Percent",0.062
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Whanganui","Central","Value",36
"3.2.1","ESPI2","2020/21","Mar","2021-03",NA,"Whanganui","Central","Percent",0.019
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"National","National","Value",15612
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"National","National","Percent",0.12300000000000001
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Auckland","Northern","Value",935
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Auckland","Northern","Percent",0.055999999999999994
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Bay of Plenty","Te Manawa Taki","Value",504
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.078
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Canterbury","Te Waipounamu","Value",1313
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Canterbury","Te Waipounamu","Percent",0.11599999999999999
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Capital & Coast","Central","Value",314
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Capital & Coast","Central","Percent",0.047
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Counties Manukau","Northern","Value",1133
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Counties Manukau","Northern","Percent",0.092
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Hawke's Bay","Central","Value",1413
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Hawke's Bay","Central","Percent",0.266
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Hutt Valley","Central","Value",788
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Hutt Valley","Central","Percent",0.17
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Lakes","Te Manawa Taki","Value",1
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Lakes","Te Manawa Taki","Percent",0
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"MidCentral","Central","Value",84
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"MidCentral","Central","Percent",0.019
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Nelson Marlborough","Te Waipounamu","Value",394
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.075
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Northland","Northern","Value",1957
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Northland","Northern","Percent",0.28300000000000003
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"South Canterbury","Te Waipounamu","Value",3
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"South Canterbury","Te Waipounamu","Percent",0.002
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Southern","Te Waipounamu","Value",1177
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Southern","Te Waipounamu","Percent",0.168
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Tairāwhiti","Te Manawa Taki","Value",566
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.263
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Taranaki","Te Manawa Taki","Value",2455
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Taranaki","Te Manawa Taki","Percent",0.426
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Waikato","Te Manawa Taki","Value",1604
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Waikato","Te Manawa Taki","Percent",0.155
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Wairarapa","Central","Value",6
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Wairarapa","Central","Percent",0.005
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Waitematā","Northern","Value",926
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Waitematā","Northern","Percent",0.069
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"West Coast","Te Waipounamu","Value",32
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"West Coast","Te Waipounamu","Percent",0.036000000000000004
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Whanganui","Central","Value",7
"3.2.1","ESPI2","2020/21","Dec","2020-12",NA,"Whanganui","Central","Percent",0.004
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"National","National","Value",12086
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"National","National","Percent",0.107
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Auckland","Northern","Value",1052
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Auckland","Northern","Percent",0.076
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Bay of Plenty","Te Manawa Taki","Value",357
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.057999999999999996
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Canterbury","Te Waipounamu","Value",908
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Canterbury","Te Waipounamu","Percent",0.09300000000000001
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Capital & Coast","Central","Value",314
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Capital & Coast","Central","Percent",0.05
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Counties Manukau","Northern","Value",760
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Counties Manukau","Northern","Percent",0.07400000000000001
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Hawke's Bay","Central","Value",1246
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Hawke's Bay","Central","Percent",0.23600000000000002
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Hutt Valley","Central","Value",674
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Hutt Valley","Central","Percent",0.17
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Lakes","Te Manawa Taki","Value",26
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Lakes","Te Manawa Taki","Percent",0.01
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"MidCentral","Central","Value",34
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"MidCentral","Central","Percent",0.009000000000000001
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Nelson Marlborough","Te Waipounamu","Value",164
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Nelson Marlborough","Te Waipounamu","Percent",0.034
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Northland","Northern","Value",1565
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Northland","Northern","Percent",0.249
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"South Canterbury","Te Waipounamu","Value",0
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"South Canterbury","Te Waipounamu","Percent",0
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Southern","Te Waipounamu","Value",1008
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Southern","Te Waipounamu","Percent",0.15
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Tairāwhiti","Te Manawa Taki","Value",535
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Tairāwhiti","Te Manawa Taki","Percent",0.263
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Taranaki","Te Manawa Taki","Value",1791
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Taranaki","Te Manawa Taki","Percent",0.34299999999999997
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Waikato","Te Manawa Taki","Value",1377
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Waikato","Te Manawa Taki","Percent",0.136
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Wairarapa","Central","Value",0
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Wairarapa","Central","Percent",0
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Waitematā","Northern","Value",251
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Waitematā","Northern","Percent",0.021
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"West Coast","Te Waipounamu","Value",22
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"West Coast","Te Waipounamu","Percent",0.025
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Whanganui","Central","Value",2
"3.2.1","ESPI2","2020/21","Sep","2020-09",NA,"Whanganui","Central","Percent",0.001
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"National","National","Value",25391
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"National","National","Percent",0.252
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Auckland","Northern","Value",2025
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Auckland","Northern","Percent",0.155
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Bay of Plenty","Te Manawa Taki","Value",1260
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Bay of Plenty","Te Manawa Taki","Percent",0.223
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Canterbury","Te Waipounamu","Value",2272
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Canterbury","Te Waipounamu","Percent",0.289
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Capital & Coast","Central","Value",1450
"3.2.1","ESPI2","2019/20","Jun","2020-06",NA,"Capital & Coast","Central","Percent",0.22899999999999998
